Filepath,Label
..\Fruits_Vegetables\train\jalepeno\Image_59.jpg,jalepeno
..\Fruits_Vegetables\train\pear\Image_68.jpg,pear
..\Fruits_Vegetables\train\eggplant\Image_55.jpg,eggplant
..\Fruits_Vegetables\train\apple\Image_36.jpg,apple
..\Fruits_Vegetables\train\kiwi\Image_80.jpg,kiwi
..\Fruits_Vegetables\train\pomegranate\Image_96.jpg,pomegranate
..\Fruits_Vegetables\train\lettuce\Image_46.jpg,lettuce
..\Fruits_Vegetables\train\chilli pepper\Image_38.jpg,chilli pepper
..\Fruits_Vegetables\train\tomato\Image_61.jpg,tomato
..\Fruits_Vegetables\train\lettuce\Image_8.jpg,lettuce
..\Fruits_Vegetables\train\pineapple\Image_90.jpg,pineapple
..\Fruits_Vegetables\train\chilli pepper\Image_64.jpg,chilli pepper
..\Fruits_Vegetables\train\beetroot\Image_63.jpg,beetroot
..\Fruits_Vegetables\train\chilli pepper\Image_11.jpg,chilli pepper
..\Fruits_Vegetables\train\cauliflower\Image_41.jpg,cauliflower
..\Fruits_Vegetables\train\cabbage\Image_80.jpg,cabbage
..\Fruits_Vegetables\train\lettuce\Image_88.jpg,lettuce
..\Fruits_Vegetables\train\garlic\Image_31.jpg,garlic
..\Fruits_Vegetables\train\eggplant\Image_24.jpg,eggplant
..\Fruits_Vegetables\train\peas\Image_49.jpg,peas
..\Fruits_Vegetables\train\cabbage\Image_58.jpg,cabbage
..\Fruits_Vegetables\train\eggplant\Image_48.jpg,eggplant
..\Fruits_Vegetables\train\sweetpotato\Image_57.jpg,sweetpotato
..\Fruits_Vegetables\train\lemon\Image_42.jpg,lemon
..\Fruits_Vegetables\train\kiwi\Image_15.jpg,kiwi
..\Fruits_Vegetables\train\cucumber\Image_88.jpg,cucumber
..\Fruits_Vegetables\train\jalepeno\Image_65.jpg,jalepeno
..\Fruits_Vegetables\train\beetroot\Image_53.jpg,beetroot
..\Fruits_Vegetables\train\turnip\Image_25.jpg,turnip
..\Fruits_Vegetables\train\pomegranate\Image_11.jpg,pomegranate
..\Fruits_Vegetables\train\turnip\Image_33.jpg,turnip
..\Fruits_Vegetables\train\paprika\Image_84.jpg,paprika
..\Fruits_Vegetables\train\garlic\Image_51.jpg,garlic
..\Fruits_Vegetables\train\lemon\Image_31.jpg,lemon
..\Fruits_Vegetables\train\turnip\Image_29.jpg,turnip
..\Fruits_Vegetables\train\spinach\Image_4.jpg,spinach
..\Fruits_Vegetables\train\grapes\Image_66.jpg,grapes
..\Fruits_Vegetables\train\grapes\Image_12.jpg,grapes
..\Fruits_Vegetables\train\onion\Image_39.jpg,onion
..\Fruits_Vegetables\train\lettuce\Image_18.jpg,lettuce
..\Fruits_Vegetables\train\pineapple\Image_93.jpg,pineapple
..\Fruits_Vegetables\train\raddish\Image_37.jpg,raddish
..\Fruits_Vegetables\train\cauliflower\Image_73.jpg,cauliflower
..\Fruits_Vegetables\train\pomegranate\Image_63.jpg,pomegranate
..\Fruits_Vegetables\train\sweetpotato\Image_43.jpg,sweetpotato
..\Fruits_Vegetables\train\potato\Image_100.jpg,potato
..\Fruits_Vegetables\train\peas\Image_64.jpg,peas
..\Fruits_Vegetables\train\tomato\Image_65.jpg,tomato
..\Fruits_Vegetables\train\onion\Image_40.jpg,onion
..\Fruits_Vegetables\train\raddish\Image_49.jpg,raddish
..\Fruits_Vegetables\train\pear\Image_16.jpg,pear
..\Fruits_Vegetables\train\jalepeno\Image_87.jpg,jalepeno
..\Fruits_Vegetables\train\onion\Image_23.jpg,onion
..\Fruits_Vegetables\train\lettuce\Image_32.jpg,lettuce
..\Fruits_Vegetables\train\garlic\Image_15.jpg,garlic
..\Fruits_Vegetables\train\watermelon\Image_52.jpg,watermelon
..\Fruits_Vegetables\train\cucumber\Image_83.jpg,cucumber
..\Fruits_Vegetables\train\beetroot\Image_78.jpg,beetroot
..\Fruits_Vegetables\train\peas\Image_88.jpg,peas
..\Fruits_Vegetables\train\pineapple\Image_69.jpg,pineapple
..\Fruits_Vegetables\train\kiwi\Image_98.jpg,kiwi
..\Fruits_Vegetables\train\orange\Image_26.jpg,orange
..\Fruits_Vegetables\train\watermelon\Image_10.jpg,watermelon
..\Fruits_Vegetables\train\raddish\Image_45.jpg,raddish
..\Fruits_Vegetables\train\cucumber\Image_30.jpg,cucumber
..\Fruits_Vegetables\train\onion\Image_2.jpg,onion
..\Fruits_Vegetables\train\garlic\Image_34.jpg,garlic
..\Fruits_Vegetables\train\sweetpotato\Image_77.jpg,sweetpotato
..\Fruits_Vegetables\train\onion\Image_97.jpg,onion
..\Fruits_Vegetables\train\turnip\Image_59.jpg,turnip
..\Fruits_Vegetables\train\turnip\Image_12.jpg,turnip
..\Fruits_Vegetables\train\garlic\Image_52.jpg,garlic
..\Fruits_Vegetables\train\garlic\Image_7.jpg,garlic
..\Fruits_Vegetables\train\onion\Image_55.jpg,onion
..\Fruits_Vegetables\train\ginger\Image_1.jpg,ginger
..\Fruits_Vegetables\train\soy beans\Image_33.jpg,soy beans
..\Fruits_Vegetables\train\eggplant\Image_94.jpg,eggplant
..\Fruits_Vegetables\train\raddish\Image_84.jpg,raddish
..\Fruits_Vegetables\train\cabbage\Image_44.jpg,cabbage
..\Fruits_Vegetables\train\potato\Image_16.jpg,potato
..\Fruits_Vegetables\train\mango\Image_50.jpg,mango
..\Fruits_Vegetables\train\chilli pepper\Image_40.jpg,chilli pepper
..\Fruits_Vegetables\train\lettuce\Image_19.jpg,lettuce
..\Fruits_Vegetables\train\carrot\Image_34.jpg,carrot
..\Fruits_Vegetables\train\eggplant\Image_28.jpg,eggplant
..\Fruits_Vegetables\train\tomato\Image_57.jpg,tomato
..\Fruits_Vegetables\train\corn\Image_23.jpg,corn
..\Fruits_Vegetables\train\banana\Image_50.jpg,banana
..\Fruits_Vegetables\train\cabbage\Image_18.jpg,cabbage
..\Fruits_Vegetables\train\pineapple\Image_73.jpg,pineapple
..\Fruits_Vegetables\train\turnip\Image_97.jpg,turnip
..\Fruits_Vegetables\train\beetroot\Image_18.jpg,beetroot
..\Fruits_Vegetables\train\eggplant\Image_8.jpg,eggplant
..\Fruits_Vegetables\train\tomato\Image_59.jpg,tomato
..\Fruits_Vegetables\train\potato\Image_55.jpg,potato
..\Fruits_Vegetables\train\sweetcorn\Image_85.jpg,sweetcorn
..\Fruits_Vegetables\train\tomato\Image_63.jpg,tomato
..\Fruits_Vegetables\train\soy beans\Image_2.jpg,soy beans
..\Fruits_Vegetables\train\peas\Image_48.jpg,peas
..\Fruits_Vegetables\train\pear\Image_13.jpg,pear
..\Fruits_Vegetables\train\bell pepper\Image_64.jpg,bell pepper
..\Fruits_Vegetables\train\raddish\Image_50.jpg,raddish
..\Fruits_Vegetables\train\peas\Image_52.jpg,peas
..\Fruits_Vegetables\train\ginger\Image_36.jpg,ginger
..\Fruits_Vegetables\train\spinach\Image_42.jpg,spinach
..\Fruits_Vegetables\train\jalepeno\Image_61.jpg,jalepeno
..\Fruits_Vegetables\train\apple\Image_16.jpg,apple
..\Fruits_Vegetables\train\kiwi\Image_36.jpg,kiwi
..\Fruits_Vegetables\train\capsicum\Image_32.jpg,capsicum
..\Fruits_Vegetables\train\garlic\Image_23.jpg,garlic
..\Fruits_Vegetables\train\soy beans\Image_59.jpg,soy beans
..\Fruits_Vegetables\train\capsicum\Image_47.jpg,capsicum
..\Fruits_Vegetables\train\peas\Image_73.jpg,peas
..\Fruits_Vegetables\train\sweetpotato\Image_41.jpg,sweetpotato
..\Fruits_Vegetables\train\watermelon\Image_73.jpg,watermelon
..\Fruits_Vegetables\train\capsicum\Image_3.JPG,capsicum
..\Fruits_Vegetables\train\carrot\Image_58.jpg,carrot
..\Fruits_Vegetables\train\pear\Image_65.jpg,pear
..\Fruits_Vegetables\train\grapes\Image_88.jpg,grapes
..\Fruits_Vegetables\train\raddish\Image_32.jpg,raddish
..\Fruits_Vegetables\train\apple\Image_60.jpg,apple
..\Fruits_Vegetables\train\peas\Image_6.jpg,peas
..\Fruits_Vegetables\train\sweetpotato\Image_76.jpg,sweetpotato
..\Fruits_Vegetables\train\grapes\Image_68.jpg,grapes
..\Fruits_Vegetables\train\pineapple\Image_71.jpg,pineapple
..\Fruits_Vegetables\train\mango\Image_95.jpg,mango
..\Fruits_Vegetables\train\raddish\Image_7.jpg,raddish
..\Fruits_Vegetables\train\pomegranate\Image_37.jpg,pomegranate
..\Fruits_Vegetables\train\pineapple\Image_95.jpg,pineapple
..\Fruits_Vegetables\train\apple\Image_26.jpg,apple
..\Fruits_Vegetables\train\potato\Image_72.jpg,potato
..\Fruits_Vegetables\train\turnip\Image_86.jpg,turnip
..\Fruits_Vegetables\train\pear\Image_70.jpg,pear
..\Fruits_Vegetables\train\spinach\Image_93.jpg,spinach
..\Fruits_Vegetables\train\pineapple\Image_86.jpg,pineapple
..\Fruits_Vegetables\train\banana\Image_52.jpg,banana
..\Fruits_Vegetables\train\grapes\Image_23.jpg,grapes
..\Fruits_Vegetables\train\capsicum\Image_18.jpg,capsicum
..\Fruits_Vegetables\train\potato\Image_10.jpg,potato
..\Fruits_Vegetables\train\pineapple\Image_56.jpg,pineapple
..\Fruits_Vegetables\train\pomegranate\Image_35.jpg,pomegranate
..\Fruits_Vegetables\train\cabbage\Image_10.jpg,cabbage
..\Fruits_Vegetables\train\carrot\Image_1.jpg,carrot
..\Fruits_Vegetables\train\turnip\Image_68.JPG,turnip
..\Fruits_Vegetables\train\soy beans\Image_65.jpg,soy beans
..\Fruits_Vegetables\train\mango\Image_14.jpg,mango
..\Fruits_Vegetables\train\beetroot\Image_10.jpg,beetroot
..\Fruits_Vegetables\train\pear\Image_60.jpg,pear
..\Fruits_Vegetables\train\sweetpotato\Image_29.jpg,sweetpotato
..\Fruits_Vegetables\train\paprika\Image_61.jpg,paprika
..\Fruits_Vegetables\train\sweetcorn\Image_71.jpg,sweetcorn
..\Fruits_Vegetables\train\sweetcorn\Image_39.jpg,sweetcorn
..\Fruits_Vegetables\train\lettuce\Image_43.jpg,lettuce
..\Fruits_Vegetables\train\orange\Image_88.jpg,orange
..\Fruits_Vegetables\train\apple\Image_9.jpg,apple
..\Fruits_Vegetables\train\bell pepper\Image_100.jpg,bell pepper
..\Fruits_Vegetables\train\lettuce\Image_26.jpg,lettuce
..\Fruits_Vegetables\train\cauliflower\Image_6.jpg,cauliflower
..\Fruits_Vegetables\train\garlic\Image_93.jpg,garlic
..\Fruits_Vegetables\train\eggplant\Image_58.jpg,eggplant
..\Fruits_Vegetables\train\mango\Image_69.jpg,mango
..\Fruits_Vegetables\train\sweetpotato\Image_92.jpg,sweetpotato
..\Fruits_Vegetables\train\cabbage\Image_35.jpg,cabbage
..\Fruits_Vegetables\train\ginger\Image_74.jpg,ginger
..\Fruits_Vegetables\train\bell pepper\Image_2.jpg,bell pepper
..\Fruits_Vegetables\train\beetroot\Image_55.jpg,beetroot
..\Fruits_Vegetables\train\grapes\Image_20.jpg,grapes
..\Fruits_Vegetables\train\soy beans\Image_26.jpg,soy beans
..\Fruits_Vegetables\train\tomato\Image_18.jpg,tomato
..\Fruits_Vegetables\train\corn\Image_72.jpg,corn
..\Fruits_Vegetables\train\capsicum\Image_46.jpg,capsicum
..\Fruits_Vegetables\train\sweetcorn\Image_4.jpg,sweetcorn
..\Fruits_Vegetables\train\beetroot\Image_65.jpg,beetroot
..\Fruits_Vegetables\train\sweetcorn\Image_70.jpg,sweetcorn
..\Fruits_Vegetables\train\kiwi\Image_93.jpg,kiwi
..\Fruits_Vegetables\train\turnip\Image_77.jpg,turnip
..\Fruits_Vegetables\train\sweetcorn\Image_69.jpg,sweetcorn
..\Fruits_Vegetables\train\jalepeno\Image_69.jpg,jalepeno
..\Fruits_Vegetables\train\cauliflower\Image_74.jpg,cauliflower
..\Fruits_Vegetables\train\raddish\Image_26.jpg,raddish
..\Fruits_Vegetables\train\watermelon\Image_42.jpg,watermelon
..\Fruits_Vegetables\train\garlic\Image_33.jpg,garlic
..\Fruits_Vegetables\train\lemon\Image_49.jpg,lemon
..\Fruits_Vegetables\train\lettuce\Image_15.jpg,lettuce
..\Fruits_Vegetables\train\raddish\Image_81.jpg,raddish
..\Fruits_Vegetables\train\sweetpotato\Image_34.jpg,sweetpotato
..\Fruits_Vegetables\train\peas\Image_74.jpg,peas
..\Fruits_Vegetables\train\spinach\Image_65.jpg,spinach
..\Fruits_Vegetables\train\peas\Image_23.jpg,peas
..\Fruits_Vegetables\train\ginger\Image_100.jpg,ginger
..\Fruits_Vegetables\train\corn\Image_62.jpg,corn
..\Fruits_Vegetables\train\orange\Image_2.jpg,orange
..\Fruits_Vegetables\train\eggplant\Image_3.jpg,eggplant
..\Fruits_Vegetables\train\pomegranate\Image_39.jpg,pomegranate
..\Fruits_Vegetables\train\grapes\Image_24.jpg,grapes
..\Fruits_Vegetables\train\corn\Image_24.jpg,corn
..\Fruits_Vegetables\train\lettuce\Image_91.jpg,lettuce
..\Fruits_Vegetables\train\sweetcorn\Image_51.jpg,sweetcorn
..\Fruits_Vegetables\train\paprika\Image_57.jpg,paprika
..\Fruits_Vegetables\train\jalepeno\Image_46.jpg,jalepeno
..\Fruits_Vegetables\train\cauliflower\Image_89.jpg,cauliflower
..\Fruits_Vegetables\train\garlic\Image_99.jpg,garlic
..\Fruits_Vegetables\train\pear\Image_89.jpg,pear
..\Fruits_Vegetables\train\peas\Image_38.jpg,peas
..\Fruits_Vegetables\train\cabbage\Image_99.jpg,cabbage
..\Fruits_Vegetables\train\potato\Image_1.jpg,potato
..\Fruits_Vegetables\train\watermelon\Image_46.jpg,watermelon
..\Fruits_Vegetables\train\beetroot\Image_40.jpg,beetroot
..\Fruits_Vegetables\train\onion\Image_22.jpg,onion
..\Fruits_Vegetables\train\bell pepper\Image_62.jpg,bell pepper
..\Fruits_Vegetables\train\cabbage\Image_74.jpg,cabbage
..\Fruits_Vegetables\train\cabbage\Image_12.jpg,cabbage
..\Fruits_Vegetables\train\carrot\Image_25.jpg,carrot
..\Fruits_Vegetables\train\bell pepper\Image_73.jpg,bell pepper
..\Fruits_Vegetables\train\ginger\Image_54.jpg,ginger
..\Fruits_Vegetables\train\cauliflower\Image_97.jpg,cauliflower
..\Fruits_Vegetables\train\apple\Image_3.jpg,apple
..\Fruits_Vegetables\train\lettuce\Image_93.jpg,lettuce
..\Fruits_Vegetables\train\sweetpotato\Image_68.jpg,sweetpotato
..\Fruits_Vegetables\train\turnip\Image_21.jpg,turnip
..\Fruits_Vegetables\train\lettuce\Image_45.jpg,lettuce
..\Fruits_Vegetables\train\peas\Image_58.jpg,peas
..\Fruits_Vegetables\train\sweetcorn\Image_36.jpg,sweetcorn
..\Fruits_Vegetables\train\kiwi\Image_6.jpg,kiwi
..\Fruits_Vegetables\train\grapes\Image_79.jpg,grapes
..\Fruits_Vegetables\train\orange\Image_36.jpg,orange
..\Fruits_Vegetables\train\garlic\Image_19.jpg,garlic
..\Fruits_Vegetables\train\sweetcorn\Image_10.jpg,sweetcorn
..\Fruits_Vegetables\train\onion\Image_28.jpg,onion
..\Fruits_Vegetables\train\sweetpotato\Image_23.jpg,sweetpotato
..\Fruits_Vegetables\train\beetroot\Image_11.jpg,beetroot
..\Fruits_Vegetables\train\garlic\Image_94.jpg,garlic
..\Fruits_Vegetables\train\cabbage\Image_66.jpg,cabbage
..\Fruits_Vegetables\train\cucumber\Image_61.jpg,cucumber
..\Fruits_Vegetables\train\onion\Image_66.jpg,onion
..\Fruits_Vegetables\train\paprika\Image_15.jpg,paprika
..\Fruits_Vegetables\train\carrot\Image_83.jpg,carrot
..\Fruits_Vegetables\train\capsicum\Image_37.jpg,capsicum
..\Fruits_Vegetables\train\paprika\Image_4.jpg,paprika
..\Fruits_Vegetables\train\paprika\Image_95.jpg,paprika
..\Fruits_Vegetables\train\pineapple\Image_59.jpg,pineapple
..\Fruits_Vegetables\train\onion\Image_89.jpg,onion
..\Fruits_Vegetables\train\peas\Image_10.jpg,peas
..\Fruits_Vegetables\train\turnip\Image_81.jpg,turnip
..\Fruits_Vegetables\train\garlic\Image_91.jpg,garlic
..\Fruits_Vegetables\train\cucumber\Image_90.jpg,cucumber
..\Fruits_Vegetables\train\lettuce\Image_84.jpg,lettuce
..\Fruits_Vegetables\train\pear\Image_37.jpg,pear
..\Fruits_Vegetables\train\ginger\Image_17.jpg,ginger
..\Fruits_Vegetables\train\beetroot\Image_94.jpg,beetroot
..\Fruits_Vegetables\train\apple\Image_52.jpg,apple
..\Fruits_Vegetables\train\chilli pepper\Image_97.jpg,chilli pepper
..\Fruits_Vegetables\train\sweetpotato\Image_14.jpg,sweetpotato
..\Fruits_Vegetables\train\cauliflower\Image_20.jpg,cauliflower
..\Fruits_Vegetables\train\eggplant\Image_78.jpg,eggplant
..\Fruits_Vegetables\train\corn\Image_59.jpg,corn
..\Fruits_Vegetables\train\pineapple\Image_48.jpg,pineapple
..\Fruits_Vegetables\train\bell pepper\Image_70.jpg,bell pepper
..\Fruits_Vegetables\train\spinach\Image_60.jpg,spinach
..\Fruits_Vegetables\train\onion\Image_5.jpg,onion
..\Fruits_Vegetables\train\paprika\Image_39.jpg,paprika
..\Fruits_Vegetables\train\pear\Image_51.jpg,pear
..\Fruits_Vegetables\train\lettuce\Image_2.jpg,lettuce
..\Fruits_Vegetables\train\pear\Image_76.jpg,pear
..\Fruits_Vegetables\train\turnip\Image_44.jpg,turnip
..\Fruits_Vegetables\train\garlic\Image_38.jpg,garlic
..\Fruits_Vegetables\train\paprika\Image_40.jpg,paprika
..\Fruits_Vegetables\train\capsicum\Image_92.jpg,capsicum
..\Fruits_Vegetables\train\onion\Image_65.jpg,onion
..\Fruits_Vegetables\train\garlic\Image_85.jpg,garlic
..\Fruits_Vegetables\train\grapes\Image_98.jpg,grapes
..\Fruits_Vegetables\train\ginger\Image_6.jpg,ginger
..\Fruits_Vegetables\train\lemon\Image_23.jpg,lemon
..\Fruits_Vegetables\train\orange\Image_22.jpg,orange
..\Fruits_Vegetables\train\spinach\Image_69.jpg,spinach
..\Fruits_Vegetables\train\carrot\Image_94.jpg,carrot
..\Fruits_Vegetables\train\mango\Image_48.jpg,mango
..\Fruits_Vegetables\train\cabbage\Image_7.jpg,cabbage
..\Fruits_Vegetables\train\watermelon\Image_35.jpg,watermelon
..\Fruits_Vegetables\train\tomato\Image_37.jpg,tomato
..\Fruits_Vegetables\train\cauliflower\Image_59.jpg,cauliflower
..\Fruits_Vegetables\train\spinach\Image_47.jpg,spinach
..\Fruits_Vegetables\train\kiwi\Image_56.jpg,kiwi
..\Fruits_Vegetables\train\carrot\Image_31.jpg,carrot
..\Fruits_Vegetables\train\sweetpotato\Image_84.jpg,sweetpotato
..\Fruits_Vegetables\train\mango\Image_12.jpg,mango
..\Fruits_Vegetables\train\lemon\Image_97.jpg,lemon
..\Fruits_Vegetables\train\cabbage\Image_1.jpg,cabbage
..\Fruits_Vegetables\train\lettuce\Image_85.jpg,lettuce
..\Fruits_Vegetables\train\spinach\Image_25.jpg,spinach
..\Fruits_Vegetables\train\cauliflower\Image_18.jpg,cauliflower
..\Fruits_Vegetables\train\peas\Image_69.jpg,peas
..\Fruits_Vegetables\train\pear\Image_27.jpg,pear
..\Fruits_Vegetables\train\corn\Image_54.jpg,corn
..\Fruits_Vegetables\train\turnip\Image_18.jpg,turnip
..\Fruits_Vegetables\train\sweetcorn\Image_23.jpg,sweetcorn
..\Fruits_Vegetables\train\spinach\Image_24.jpg,spinach
..\Fruits_Vegetables\train\banana\Image_63.jpg,banana
..\Fruits_Vegetables\train\orange\Image_73.jpg,orange
..\Fruits_Vegetables\train\orange\Image_14.jpg,orange
..\Fruits_Vegetables\train\peas\Image_15.jpg,peas
..\Fruits_Vegetables\train\lemon\Image_35.jpg,lemon
..\Fruits_Vegetables\train\watermelon\Image_92.jpg,watermelon
..\Fruits_Vegetables\train\paprika\Image_30.jpg,paprika
..\Fruits_Vegetables\train\mango\Image_67.jpg,mango
..\Fruits_Vegetables\train\onion\Image_84.jpg,onion
..\Fruits_Vegetables\train\orange\Image_90.jpg,orange
..\Fruits_Vegetables\train\eggplant\Image_17.jpg,eggplant
..\Fruits_Vegetables\train\potato\Image_50.jpg,potato
..\Fruits_Vegetables\train\cucumber\Image_15.jpg,cucumber
..\Fruits_Vegetables\train\peas\Image_86.jpg,peas
..\Fruits_Vegetables\train\sweetcorn\Image_98.jpg,sweetcorn
..\Fruits_Vegetables\train\lettuce\Image_25.jpg,lettuce
..\Fruits_Vegetables\train\peas\Image_45.jpg,peas
..\Fruits_Vegetables\train\corn\Image_85.jpg,corn
..\Fruits_Vegetables\train\grapes\Image_78.jpg,grapes
..\Fruits_Vegetables\train\paprika\Image_74.jpg,paprika
..\Fruits_Vegetables\train\lettuce\Image_29.jpg,lettuce
..\Fruits_Vegetables\train\bell pepper\Image_16.jpg,bell pepper
..\Fruits_Vegetables\train\onion\Image_80.jpg,onion
..\Fruits_Vegetables\train\watermelon\Image_40.jpg,watermelon
..\Fruits_Vegetables\train\garlic\Image_81.jpg,garlic
..\Fruits_Vegetables\train\corn\Image_57.jpg,corn
..\Fruits_Vegetables\train\sweetcorn\Image_57.jpg,sweetcorn
..\Fruits_Vegetables\train\bell pepper\Image_19.jpg,bell pepper
..\Fruits_Vegetables\train\pomegranate\Image_83.jpg,pomegranate
..\Fruits_Vegetables\train\orange\Image_65.jpg,orange
..\Fruits_Vegetables\train\lettuce\Image_99.jpg,lettuce
..\Fruits_Vegetables\train\tomato\Image_38.jpg,tomato
..\Fruits_Vegetables\train\cucumber\Image_56.jpg,cucumber
..\Fruits_Vegetables\train\bell pepper\Image_12.jpg,bell pepper
..\Fruits_Vegetables\train\potato\Image_14.jpg,potato
..\Fruits_Vegetables\train\onion\Image_19.jpg,onion
..\Fruits_Vegetables\train\sweetcorn\Image_84.jpg,sweetcorn
..\Fruits_Vegetables\train\chilli pepper\Image_92.jpg,chilli pepper
..\Fruits_Vegetables\train\banana\Image_31.jpg,banana
..\Fruits_Vegetables\train\onion\Image_18.jpg,onion
..\Fruits_Vegetables\train\cauliflower\Image_82.jpg,cauliflower
..\Fruits_Vegetables\train\onion\Image_4.jpg,onion
..\Fruits_Vegetables\train\garlic\Image_10.jpg,garlic
..\Fruits_Vegetables\train\turnip\Image_88.jpg,turnip
..\Fruits_Vegetables\train\orange\Image_87.jpg,orange
..\Fruits_Vegetables\train\pineapple\Image_9.jpg,pineapple
..\Fruits_Vegetables\train\pomegranate\Image_75.jpg,pomegranate
..\Fruits_Vegetables\train\corn\Image_47.jpg,corn
..\Fruits_Vegetables\train\mango\Image_24.jpg,mango
..\Fruits_Vegetables\train\paprika\Image_70.jpg,paprika
..\Fruits_Vegetables\train\spinach\Image_32.jpg,spinach
..\Fruits_Vegetables\train\capsicum\Image_43.jpg,capsicum
..\Fruits_Vegetables\train\tomato\Image_97.jpg,tomato
..\Fruits_Vegetables\train\cabbage\Image_24.jpg,cabbage
..\Fruits_Vegetables\train\paprika\Image_68.jpg,paprika
..\Fruits_Vegetables\train\raddish\Image_33.jpg,raddish
..\Fruits_Vegetables\train\apple\Image_86.jpg,apple
..\Fruits_Vegetables\train\sweetcorn\Image_41.jpg,sweetcorn
..\Fruits_Vegetables\train\beetroot\Image_23.jpg,beetroot
..\Fruits_Vegetables\train\paprika\Image_60.jpg,paprika
..\Fruits_Vegetables\train\orange\Image_70.jpg,orange
..\Fruits_Vegetables\train\beetroot\Image_37.jpg,beetroot
..\Fruits_Vegetables\train\mango\Image_73.jpg,mango
..\Fruits_Vegetables\train\peas\Image_21.jpg,peas
..\Fruits_Vegetables\train\turnip\Image_60.jpg,turnip
..\Fruits_Vegetables\train\ginger\Image_40.jpg,ginger
..\Fruits_Vegetables\train\carrot\Image_82.jpg,carrot
..\Fruits_Vegetables\train\cauliflower\Image_40.jpg,cauliflower
..\Fruits_Vegetables\train\banana\Image_13.jpg,banana
..\Fruits_Vegetables\train\watermelon\Image_44.jpg,watermelon
..\Fruits_Vegetables\train\beetroot\Image_97.jpg,beetroot
..\Fruits_Vegetables\train\cauliflower\Image_24.jpg,cauliflower
..\Fruits_Vegetables\train\sweetcorn\Image_1.jpg,sweetcorn
..\Fruits_Vegetables\train\corn\Image_34.JPG,corn
..\Fruits_Vegetables\train\corn\Image_22.jpg,corn
..\Fruits_Vegetables\train\sweetpotato\Image_99.jpg,sweetpotato
..\Fruits_Vegetables\train\tomato\Image_22.jpg,tomato
..\Fruits_Vegetables\train\orange\Image_11.jpg,orange
..\Fruits_Vegetables\train\turnip\Image_8.jpg,turnip
..\Fruits_Vegetables\train\sweetpotato\Image_5.jpg,sweetpotato
..\Fruits_Vegetables\train\beetroot\Image_22.jpg,beetroot
..\Fruits_Vegetables\train\bell pepper\Image_88.jpg,bell pepper
..\Fruits_Vegetables\train\mango\Image_91.jpg,mango
..\Fruits_Vegetables\train\cucumber\Image_39.jpg,cucumber
..\Fruits_Vegetables\train\banana\Image_46.jpg,banana
..\Fruits_Vegetables\train\paprika\Image_91.jpg,paprika
..\Fruits_Vegetables\train\banana\Image_73.jpg,banana
..\Fruits_Vegetables\train\onion\Image_86.jpg,onion
..\Fruits_Vegetables\train\lettuce\Image_89.jpg,lettuce
..\Fruits_Vegetables\train\banana\Image_47.jpg,banana
..\Fruits_Vegetables\train\bell pepper\Image_1.jpg,bell pepper
..\Fruits_Vegetables\train\apple\Image_38.jpg,apple
..\Fruits_Vegetables\train\corn\Image_66.jpg,corn
..\Fruits_Vegetables\train\pineapple\Image_34.jpg,pineapple
..\Fruits_Vegetables\train\banana\Image_32.jpg,banana
..\Fruits_Vegetables\train\turnip\Image_85.jpg,turnip
..\Fruits_Vegetables\train\beetroot\Image_79.jpg,beetroot
..\Fruits_Vegetables\train\pineapple\Image_33.jpg,pineapple
..\Fruits_Vegetables\train\eggplant\Image_68.jpg,eggplant
..\Fruits_Vegetables\train\turnip\Image_42.jpg,turnip
..\Fruits_Vegetables\train\garlic\Image_82.jpg,garlic
..\Fruits_Vegetables\train\kiwi\Image_85.jpg,kiwi
..\Fruits_Vegetables\train\peas\Image_19.jpg,peas
..\Fruits_Vegetables\train\pear\Image_1.jpg,pear
..\Fruits_Vegetables\train\soy beans\Image_37.jpg,soy beans
..\Fruits_Vegetables\train\peas\Image_40.jpg,peas
..\Fruits_Vegetables\train\banana\Image_79.jpg,banana
..\Fruits_Vegetables\train\jalepeno\Image_64.jpg,jalepeno
..\Fruits_Vegetables\train\turnip\Image_73.jpg,turnip
..\Fruits_Vegetables\train\cauliflower\Image_44.jpg,cauliflower
..\Fruits_Vegetables\train\pineapple\Image_96.jpg,pineapple
..\Fruits_Vegetables\train\soy beans\Image_56.jpg,soy beans
..\Fruits_Vegetables\train\spinach\Image_61.jpg,spinach
..\Fruits_Vegetables\train\corn\Image_38.jpg,corn
..\Fruits_Vegetables\train\kiwi\Image_66.jpg,kiwi
..\Fruits_Vegetables\train\lemon\Image_3.jpg,lemon
..\Fruits_Vegetables\train\garlic\Image_28.jpg,garlic
..\Fruits_Vegetables\train\garlic\Image_71.jpg,garlic
..\Fruits_Vegetables\train\raddish\Image_1.jpg,raddish
..\Fruits_Vegetables\train\lemon\Image_12.jpg,lemon
..\Fruits_Vegetables\train\chilli pepper\Image_68.jpg,chilli pepper
..\Fruits_Vegetables\train\capsicum\Image_45.jpg,capsicum
..\Fruits_Vegetables\train\sweetcorn\Image_79.jpg,sweetcorn
..\Fruits_Vegetables\train\peas\Image_36.jpg,peas
..\Fruits_Vegetables\train\onion\Image_83.jpg,onion
..\Fruits_Vegetables\train\cauliflower\Image_85.jpg,cauliflower
..\Fruits_Vegetables\train\lettuce\Image_78.jpg,lettuce
..\Fruits_Vegetables\train\sweetcorn\Image_48.jpg,sweetcorn
